,TUDIARYDAY,Socializing for leisure,Alone time for leisure
1650,7,0,510
1651,5,0,15
1652,3,10,156
1653,3,0,210
1654,2,150,0
1655,3,160,180
1656,1,235,35
1657,7,0,202
1658,6,30,285
1659,7,129,195
1660,7,0,105
1661,6,165,205
1662,2,86,100
1663,6,0,60
1664,2,0,680
1665,1,0,305
1666,7,235,230
1667,2,0,388
1668,7,120,120
1669,2,195,40
1670,7,50,465
1671,1,0,0
1672,7,75,240
1673,1,30,180
1674,6,0,60
1675,4,20,130
1676,7,0,0
1677,5,10,263
1678,4,0,570
1679,3,0,450
1680,3,0,391
1681,2,60,5
1682,6,0,249
1683,5,0,165
1684,4,0,225
1685,3,0,148
1686,1,5,424
1687,7,0,280
1688,4,261,360
1689,1,38,215
1690,7,0,884
1691,7,0,390
1692,3,0,15
1693,4,0,0
1694,4,0,500
1695,6,410,0
1696,1,0,120
1697,2,0,35
1698,7,0,610
1699,7,0,300
1700,7,0,545
1701,1,98,90
1702,1,90,375
1703,6,145,315
1704,3,0,61
1705,3,0,0
1706,7,0,225
1707,2,80,296
1708,6,10,315
1709,7,0,0
1710,4,0,0
1711,3,0,120
1712,7,180,285
1713,3,0,150
1714,1,0,348
1715,1,0,720
1716,1,0,450
1717,1,0,533
1718,6,100,165
1719,3,0,285
1720,1,45,460
1721,4,210,180
1722,1,0,405
1723,7,0,660
1724,4,0,296
1725,7,0,485
1726,3,0,45
1727,2,0,0
1728,1,60,675
1729,7,0,125
1730,5,0,150
1731,7,120,470
1732,3,0,0
1733,1,0,705
1734,5,0,310
1735,6,0,530
1736,7,0,325
1737,7,570,0
1738,3,0,68
1739,5,0,0
1740,4,0,60
1741,6,0,255
1742,1,0,320
1743,1,0,105
1744,7,0,0
1745,4,0,240
1746,4,0,50
1747,6,25,400
1748,6,170,20
1749,1,520,270
1750,3,15,10
1751,1,45,0
1752,2,0,435
1753,4,0,220
1754,2,85,60
1755,3,0,361
1756,6,0,460
1757,4,0,465
1758,5,0,460
1759,3,0,535
1760,2,0,500
1761,7,30,280
1762,7,0,455
1763,4,0,165
1764,1,140,165
1765,1,0,120
1766,3,80,500
1767,7,0,280
1768,1,0,275
1769,1,0,540
1770,1,20,545
1771,7,330,0
1772,6,0,130
1773,5,15,120
1774,5,0,595
1775,7,0,200
1776,7,265,500
1777,7,160,145
1778,7,240,120
1779,1,45,520
1780,7,0,870
1781,6,0,180
1782,1,20,430
1783,3,87,60
1784,5,5,361
1785,6,0,60
1786,5,0,450
1787,3,0,340
1788,7,300,40
1789,5,0,145
1790,3,0,60
1791,7,0,75
1792,7,0,150
1793,3,0,58
1794,2,0,420
1795,4,0,465
1796,1,0,120
1797,6,0,570
1798,2,0,150
1799,3,0,105
1800,1,10,445
1801,7,0,395
1802,1,20,170
1803,7,260,0
1804,7,0,330
1805,1,40,170
1806,6,0,90
1807,7,0,0
1808,7,60,45
1809,7,0,0
1810,5,0,460
1811,4,0,60
1812,6,50,0
1813,1,0,130
1814,1,0,500
1815,7,0,515
1816,6,10,300
1817,1,0,585
1818,3,355,0
1819,3,0,155
1820,6,0,557
1821,5,0,20
1822,5,0,370
1823,5,45,0
1824,1,0,285
1825,1,45,105
1826,3,0,63
1827,1,0,15
1828,7,25,168
1829,7,60,135
1830,1,0,265
1831,2,0,450
1832,4,0,270
1833,3,0,355
1834,4,145,155
1835,1,0,498
1836,5,120,270
1837,7,0,300
1838,3,105,360
1839,7,0,368
1840,7,45,335
1841,5,0,100
1842,7,345,405
1843,6,0,90
1844,3,280,465
1845,1,0,270
1846,2,80,0
1847,7,0,290
1848,5,0,0
1849,6,0,430
1850,4,0,192
1851,7,0,60
1852,7,0,610
1853,1,0,260
1854,6,0,86
1855,7,60,180
1856,4,0,285
1857,2,0,300
1858,7,0,665
1859,1,0,930
1860,1,75,127
1861,7,0,835
1862,6,0,422
1863,3,55,237
1864,6,0,240
1865,7,100,210
1866,1,0,390
1867,6,0,240
1868,1,0,20
1869,6,165,335
1870,1,0,120
1871,7,0,120
1872,6,132,325
1873,7,0,378
1874,1,0,120
1875,2,25,85
1876,6,0,30
1877,2,0,220
1878,1,0,160
1879,1,0,755
1880,1,0,180
1881,6,210,420
1882,1,0,475
1883,2,0,60
1884,5,0,60
1885,2,0,450
1886,7,0,60
1887,7,0,593
1888,1,35,250
1889,3,0,0
1890,1,0,750
1891,2,0,260
1892,7,155,150
1893,7,0,500
1894,1,210,118
1895,7,15,769
1896,6,0,635
1897,5,0,235
1898,7,0,220
1899,2,0,140
1900,5,10,125
1901,4,0,90
1902,2,0,330
1903,6,0,60
1904,7,120,390
1905,1,0,350
1906,1,0,688
1907,1,0,0
1908,7,120,525
1909,2,0,321
1910,1,270,180
1911,7,0,70
1912,1,0,480
1913,1,0,280
1914,6,435,95
1915,1,0,831
1916,7,230,130
1917,4,0,77
1918,1,0,650
1919,6,0,820
1920,1,0,0
1921,4,0,200
1922,1,0,638
1923,5,0,60
1924,7,20,190
1925,5,0,195
1926,2,5,55
1927,6,0,315
1928,7,20,66
1929,7,0,150
1930,3,0,330
1931,2,0,165
1932,5,0,90
1933,4,15,115
1934,1,120,180
1935,7,0,240
1936,1,560,0
1937,4,0,0
1938,6,0,190
1939,5,0,335
1940,6,10,510
1941,1,45,185
1942,7,0,180
1943,5,35,160
1944,3,0,577
1945,5,0,300
1946,2,0,60
1947,1,0,580
1948,6,0,390
1949,1,0,547
1950,2,0,170
1951,7,0,285
1952,4,0,660
1953,6,142,45
1954,3,0,744
1955,1,0,450
1956,2,0,960
1957,2,50,40
1958,7,0,143
1959,4,0,55
1960,5,0,380
1961,3,30,150
1962,1,80,305
1963,2,0,0
1964,4,0,30
1965,2,90,90
1966,7,0,675
1967,4,0,340
1968,1,0,265
1969,1,100,120
1970,5,0,400
1971,7,415,0
1972,2,0,105
1973,6,0,410
1974,2,0,440
1975,7,0,20
1976,5,0,0
1977,1,0,480
1978,2,280,405
1979,1,0,165
1980,4,0,225
1981,7,15,275
1982,7,180,295
1983,1,0,180
1984,2,15,284
1985,7,0,298
1986,2,0,0
1987,1,0,0
1988,1,130,315
1989,5,25,120
1990,7,135,30
1991,7,447,147
1992,2,0,380
1993,1,0,15
1994,4,120,360
1995,1,30,330
1996,1,0,419
1997,7,0,0
1998,7,485,351
1999,7,0,810
2000,7,0,285
2001,7,0,130
2002,7,0,870
2003,6,0,120
2004,3,0,220
2005,6,35,100
2006,7,0,30
2007,1,0,340
2008,5,120,230
2009,7,0,765
2010,1,90,0
2011,3,0,385
2012,2,30,240
2013,1,89,599
2014,7,0,930
2015,7,0,0
2016,7,0,131
2017,6,15,215
2018,1,0,295
2019,7,0,210
2020,2,0,60
2021,7,60,660
2022,1,0,395
2023,6,0,270
2024,5,62,50
2025,4,0,135
2026,3,40,273
2027,4,0,120
2028,7,0,200
2029,3,0,460
2030,2,20,90
2031,4,0,0
2032,1,0,370
2033,5,180,770
2034,2,160,60
2035,7,0,100
2036,1,0,0
2037,4,20,100
2038,7,0,20
2039,6,0,50
2040,7,20,300
2041,7,291,0
2042,7,155,0
2043,1,0,0
2044,2,0,470
2045,5,140,243
2046,5,0,423
2047,4,75,335
2048,1,120,45
2049,4,0,70
2050,2,15,30
2051,2,0,120
2052,1,0,255
2053,7,0,130
2054,7,153,240
2055,6,74,370
2056,1,0,325
2057,1,0,60
2058,1,120,210
2059,3,0,65
2060,3,0,190
2061,3,0,120
2062,2,0,670
2063,1,180,270
2064,5,45,230
2065,1,275,285
2066,1,45,60
2067,1,180,365
2068,7,0,280
2069,1,50,310
2070,7,310,125
2071,1,60,526
2072,6,0,0
2073,1,0,45
2074,2,0,90
2075,6,60,60
2076,3,0,85
2077,2,0,515
2078,1,245,205
2079,1,0,215
2080,7,0,215
2081,6,120,90
2082,3,30,100
2083,7,290,140
2084,3,30,164
2085,1,0,275
2086,1,0,445
2087,1,15,150
2088,7,0,721
2089,3,0,4
2090,5,2,270
2091,7,60,0
2092,3,0,245
2093,3,0,195
2094,2,0,90
2095,1,0,150
2096,7,0,793
2097,1,0,240
2098,7,0,0
2099,1,199,244
2100,7,240,82
2101,1,0,105
2102,2,0,0
2103,1,0,480
2104,3,45,1041
2105,5,0,410
2106,5,0,160
2107,4,60,345
2108,7,50,60
2109,7,0,240
2110,5,55,100
2111,2,0,30
2112,1,0,260
2113,7,420,379
2114,1,0,520
2115,4,0,0
2116,1,120,465
2117,1,160,60
2118,4,0,120
2119,4,140,348
2120,1,0,300
2121,6,10,65
2122,6,0,185
2123,3,0,110
2124,7,0,425
2125,4,0,405
2126,1,280,0
2127,3,0,180
2128,7,0,455
2129,7,0,659
2130,7,0,270
2131,7,0,105
2132,7,0,295
2133,1,0,415
2134,1,143,90
2135,6,0,305
2136,7,120,210
2137,7,15,0
2138,5,0,120
2139,4,0,280
2140,3,0,0
2141,7,0,0
2142,4,30,193
2143,7,360,0
2144,4,0,0
2145,3,0,240
2146,2,0,0
2147,3,100,195
2148,3,0,0
2149,7,0,750
2150,5,0,0
2151,1,0,270
2152,2,0,0
2153,1,184,90
2154,1,295,65
2155,1,30,276
2156,1,0,0
2157,6,5,210
2158,4,290,20
2159,7,400,90
2160,4,0,0
2161,3,0,210
2162,5,180,338
2163,1,0,0
2164,5,0,15
2165,1,0,525
2166,7,105,490
2167,1,0,205
2168,1,30,450
2169,7,0,0
2170,2,0,0
2171,1,0,0
2172,7,60,270
2173,1,0,400
2174,1,30,145
2175,7,0,220
2176,1,0,0
2177,6,0,480
2178,1,0,505
2179,4,30,120
2180,6,0,75
2181,2,100,0
2182,4,15,45
2183,1,240,0
2184,7,0,120
2185,3,0,240
2186,1,0,180
2187,5,60,255
2188,6,0,313
2189,6,30,280
2190,7,0,135
2191,1,0,450
2192,5,129,106
2193,2,60,25
2194,5,0,405
2195,1,60,226
2196,1,0,530
2197,1,15,598
2198,1,0,0
2199,6,0,170
2200,3,22,507
2201,1,45,370
2202,4,0,240
2203,2,0,369
2204,7,60,412
2205,5,0,195
2206,3,28,75
2207,1,20,210
2208,7,0,30
2209,7,0,130
2210,3,75,60
2211,4,0,80
2212,1,0,445
2213,1,0,185
2214,7,0,328
2215,7,280,0
2216,6,60,80
2217,1,0,205
2218,6,190,640
2219,4,0,146
2220,1,15,0
2221,5,2,119
2222,6,20,120
2223,3,0,198
2224,6,310,50
2225,2,0,120
2226,3,0,270
2227,2,0,60
2228,6,0,220
2229,7,60,370
2230,7,315,0
2231,1,0,105
2232,5,0,449
2233,3,0,80
2234,7,80,375
2235,7,85,305
2236,2,0,690
2237,7,0,65
2238,7,15,120
2239,7,20,377
2240,4,0,130
2241,3,0,625
2242,6,0,210
2243,5,30,310
2244,7,0,135
2245,7,170,108
2246,5,0,120
2247,5,0,195
2248,4,0,110
2249,1,135,60
2250,5,45,15
2251,3,0,600
2252,3,0,415
2253,3,240,120
2254,7,0,393
2255,2,0,277
2256,4,0,357
2257,1,0,330
2258,7,16,270
2259,1,120,448
2260,1,20,247
2261,7,0,695
2262,1,0,150
2263,7,0,295
2264,7,0,409
2265,1,15,60
2266,7,124,260
2267,7,0,540
2268,3,0,354
2269,6,60,670
2270,1,0,360
2271,6,55,415
2272,1,35,130
2273,1,60,0
2274,6,0,120
2275,5,0,323
2276,4,0,555
2277,6,75,262
2278,3,0,275
2279,3,20,227
2280,7,0,490
2281,4,0,250
2282,5,0,20
2283,6,0,180
2284,7,0,140
2285,4,0,233
2286,5,0,20
2287,5,0,55
2288,4,0,295
2289,2,0,495
2290,1,0,180
2291,4,5,25
2292,1,30,117
2293,7,390,180
2294,7,30,210
2295,1,30,270
2296,7,0,415
2297,5,0,387
2298,7,35,93
2299,4,0,80
2300,2,0,75
2301,3,20,65
2302,1,0,30
2303,4,0,110
2304,1,0,318
2305,1,300,120
2306,1,0,90
2307,1,0,349
2308,7,0,690
2309,7,59,165
2310,3,300,360
2311,7,0,405
2312,7,0,350
2313,2,7,225
2314,1,0,95
2315,7,240,290
2316,6,0,648
2317,5,0,55
2318,4,0,405
2319,1,0,180
2320,1,0,270
2321,6,0,15
2322,3,0,90
2323,6,120,625
2324,4,0,15
2325,3,8,0
2326,4,0,772
2327,7,0,30
2328,4,0,667
2329,2,0,418
2330,1,0,810
2331,2,0,525
2332,7,15,142
2333,1,0,295
2334,1,60,353
2335,7,0,464
2336,7,0,180
2337,1,85,300
2338,7,0,0
2339,7,530,100
2340,7,0,120
2341,7,0,257
2342,7,0,355
2343,5,0,80
2344,3,0,0
2345,5,0,270
2346,4,150,15
2347,7,0,120
2348,1,0,520
2349,7,0,220
2350,1,15,430
2351,7,0,180
2352,1,10,506
2353,1,290,210
2354,4,345,155
2355,7,0,120
2356,5,170,90
2357,1,160,60
2358,6,0,15
2359,7,0,55
2360,7,0,0
2361,4,0,260
2362,6,60,90
2363,5,0,150
2364,3,0,261
2365,1,0,0
2366,1,0,195
2367,3,40,195
2368,3,120,0
2369,7,0,285
2370,7,0,405
2371,3,120,60
2372,7,0,240
2373,6,270,120
2374,7,180,360
2375,6,360,415
2376,5,0,280
2377,1,0,585
2378,3,30,139
2379,1,0,730
2380,3,105,130
2381,2,0,30
2382,1,0,335
2383,6,0,495
2384,5,180,15
2385,7,0,360
2386,4,0,300
2387,4,0,155
2388,5,0,30
2389,4,0,0
2390,3,0,0
2391,1,47,93
2392,6,0,0
2393,2,0,270
2394,5,0,175
2395,3,0,210
2396,1,0,0
2397,7,0,880
2398,7,150,485
2399,1,0,195
2400,7,0,520
2401,4,5,0
2402,1,2,300
2403,1,60,120
2404,3,15,315
2405,6,0,0
2406,4,0,225
2407,1,35,115
2408,3,120,487
2409,2,0,285
2410,2,0,240
2411,1,0,180
2412,2,30,210
2413,7,25,45
2414,7,0,360
2415,7,0,150
2416,1,180,370
2417,7,225,145
2418,1,0,75
2419,6,0,500
2420,7,0,370
2421,1,0,540
2422,1,0,210
2423,6,0,80
2424,6,164,60
2425,5,0,0
2426,4,60,60
2427,3,180,95
2428,5,0,190
2429,4,0,160
2430,7,0,335
2431,2,0,108
2432,4,0,80
2433,3,0,90
2434,2,0,115
2435,1,0,450
2436,1,0,155
2437,1,15,355
2438,7,60,180
2439,7,0,313
2440,1,0,0
2441,1,0,412
2442,7,0,30
2443,7,60,740
2444,7,30,180
2445,7,0,270
2446,1,30,450
2447,7,90,420
2448,6,0,20
2449,1,85,385
2450,1,60,702
2451,1,0,200
2452,3,0,35
2453,6,90,345
2454,7,0,525
2455,5,60,45
2456,7,0,225
2457,7,0,206
2458,4,0,220
2459,1,0,270
2460,3,60,135
2461,7,200,360
2462,1,90,335
2463,7,0,385
2464,1,0,225
2465,5,0,650
2466,7,260,330
2467,5,0,105
2468,5,15,92
2469,7,220,190
2470,3,0,329
2471,5,0,35
2472,3,0,315
2473,4,0,30
2474,2,0,235
2475,4,0,420
2476,7,40,555
2477,7,120,180
2478,7,0,225
2479,2,0,30
2480,7,0,880
2481,3,90,264
2482,7,0,90
2483,3,0,450
2484,1,30,670
2485,1,300,450
2486,2,115,260
2487,1,103,435
2488,2,43,201
2489,1,340,0
2490,5,0,60
2491,1,0,493
2492,5,120,213
2493,7,0,240
2494,4,0,315
2495,3,190,152
2496,7,0,25
2497,2,380,505
2498,6,0,158
2499,7,0,415
2500,1,61,240
2501,1,0,780
2502,3,0,70
2503,7,0,55
2504,4,30,65
2505,1,0,360
2506,3,0,490
2507,7,0,310
2508,2,0,310
2509,6,0,380
2510,5,0,310
2511,7,60,265
2512,1,0,435
2513,3,0,230
2514,4,35,629
2515,3,0,130
2516,1,0,755
2517,1,0,240
2518,1,0,270
2519,1,0,304
2520,1,150,0
2521,4,15,78
2522,1,0,305
2523,7,0,390
2524,7,0,418
2525,7,25,100
2526,5,0,50
2527,4,15,175
2528,7,120,0
2529,6,130,460
2530,3,0,0
2531,5,0,0
2532,2,0,260
2533,1,160,120
2534,4,0,170
2535,5,0,120
2536,3,0,840
2537,6,235,0
2538,4,0,150
2539,3,120,120
2540,7,0,388
2541,6,40,287
2542,2,68,249
2543,7,4,235
2544,3,0,240
2545,3,0,80
2546,1,0,115
2547,1,0,458
2548,1,250,305
2549,7,0,1400
2550,2,20,105
2551,1,0,530
2552,1,0,425
2553,7,0,325
2554,3,0,450
2555,7,0,105
2556,7,0,170
2557,6,61,30
2558,1,15,0
2559,7,0,407
2560,2,0,360
2561,1,45,140
2562,1,70,215
2563,7,0,150
2564,1,0,370
2565,5,15,180
2566,1,0,427
2567,4,0,195
2568,5,0,120
2569,6,60,90
2570,1,10,190
2571,1,0,135
2572,7,20,360
2573,7,190,470
2574,1,0,180
2575,2,0,460
2576,3,0,345
2577,7,180,360
2578,1,0,120
2579,1,340,200
2580,2,0,706
2581,3,10,0
2582,5,90,517
2583,4,70,330
2584,3,20,165
2585,5,0,300
2586,1,0,270
2587,2,0,0
2588,6,16,550
2589,7,5,90
2590,2,0,105
2591,7,165,90
2592,4,0,299
2593,4,154,120
2594,1,0,445
2595,1,0,123
2596,1,0,155
2597,5,0,660
2598,7,60,365
2599,1,90,380
2600,6,0,215
2601,7,0,195
2602,1,0,825
2603,1,65,525
2604,3,45,450
2605,7,0,200
2606,5,0,70
2607,6,0,20
2608,5,0,210
2609,7,0,105
2610,6,0,45
2611,5,0,433
2612,3,150,325
2613,5,448,120
2614,4,0,404
2615,2,15,90
2616,7,45,235
2617,2,100,0
2618,6,0,565
2619,4,55,70
2620,1,105,70
2621,5,0,0
2622,7,125,0
2623,1,0,0
2624,1,0,89
2625,7,120,140
2626,7,130,518
2627,7,110,688
2628,5,0,75
2629,7,235,0
2630,7,0,360
2631,4,0,376
2632,1,0,460
2633,1,120,210
2634,7,0,419
2635,1,0,160
2636,5,0,0
2637,7,245,420
2638,7,0,309
2639,7,165,45
2640,5,0,948
2641,4,0,589
2642,7,0,145
2643,1,0,15
2644,7,0,140
2645,4,0,515
2646,1,0,530
2647,1,30,60
2648,1,625,30
2649,1,240,0
2650,1,165,270
2651,7,391,0
2652,2,63,47
2653,1,148,160
2654,7,0,255
2655,1,0,0
2656,7,0,180
2657,4,0,162
2658,6,0,78
2659,2,0,120
2660,1,30,185
2661,1,0,288
2662,1,0,240
2663,7,0,255
2664,7,0,240
2665,4,165,510
2666,7,0,345
2667,4,0,100
2668,1,0,2
2669,2,90,375
2670,1,0,751
2671,7,0,375
2672,7,0,110
2673,6,90,435
2674,4,45,750
2675,2,180,60
2676,4,0,60
2677,5,0,195
2678,7,20,15
2679,1,0,390
2680,7,439,45
2681,1,0,120
2682,7,0,239
2683,5,0,270
2684,1,0,40
2685,6,0,673
2686,1,0,450
2687,4,0,660
2688,3,73,110
2689,7,30,300
2690,3,0,240
2691,3,0,238
2692,7,0,605
2693,1,0,360
2694,4,105,85
2695,7,0,160
2696,1,0,320
2697,3,0,105
2698,5,0,615
2699,6,0,60
2700,7,0,209
2701,6,28,75
2702,7,0,0
2703,5,0,85
2704,7,240,55
2705,4,0,242
2706,7,0,435
2707,4,0,145
2708,1,0,219
2709,3,0,115
2710,1,517,15
2711,5,0,425
2712,7,220,180
2713,4,98,318
2714,1,60,105
2715,6,0,155
2716,5,0,0
2717,7,0,630
2718,5,0,45
2719,3,0,0
2720,2,0,163
2721,2,0,220
2722,2,0,140
2723,7,0,930
2724,1,0,420
2725,7,75,355
2726,1,0,507
2727,7,390,470
2728,7,550,325
2729,1,60,382
2730,1,0,20
2731,7,0,40
2732,4,30,30
2733,7,0,735
2734,6,0,180
2735,3,180,230
2736,7,135,360
2737,2,0,0
2738,4,0,290
2739,6,0,258
2740,5,0,395
2741,4,0,343
2742,1,0,506
2743,7,20,255
2744,3,10,327
2745,4,45,247
2746,2,0,0
2747,7,0,310
2748,7,90,0
2749,7,0,520
2750,1,490,180
2751,3,0,210
2752,7,270,0
2753,2,0,510
2754,5,0,175
2755,7,0,505
2756,1,20,260
2757,7,0,132
2758,3,34,90
2759,7,0,60
2760,1,90,360
2761,7,240,160
2762,7,80,410
2763,7,0,120
2764,6,185,0
2765,1,40,75
2766,1,0,385
2767,7,0,0
2768,1,0,150
2769,7,0,195
2770,5,45,135
2771,5,0,250
2772,3,0,0
2773,4,120,382
2774,3,0,205
2775,2,0,201
2776,2,0,0
2777,7,0,165
2778,7,30,405
2779,4,0,210
2780,7,225,310
2781,7,0,115
2782,1,0,649
2783,7,10,270
2784,7,45,120
2785,1,0,300
2786,1,315,0
2787,2,120,0
2788,7,20,215
2789,4,30,135
2790,4,90,135
2791,6,0,240
2792,4,0,15
2793,3,0,180
2794,1,60,166
2795,7,430,110
2796,5,10,30
2797,7,0,625
2798,6,0,0
2799,2,0,60
2800,7,25,225
2801,1,0,0
2802,3,55,90
2803,4,0,225
2804,3,0,180
2805,3,30,20
2806,1,0,375
2807,5,20,138
2808,2,0,0
2809,1,155,60
2810,7,280,0
2811,6,215,290
2812,2,0,480
2813,6,55,30
2814,5,0,87
2815,3,65,77
2816,1,60,425
2817,2,0,45
2818,1,69,496
2819,1,15,150
2820,1,0,450
2821,7,345,440
2822,5,0,170
2823,7,0,570
2824,2,185,305
2825,1,0,445
2826,4,0,367
2827,7,0,219
2828,7,249,275
2829,7,135,298
2830,1,85,85
2831,1,0,285
2832,6,0,135
2833,2,0,150
2834,2,0,540
2835,1,0,660
2836,6,0,570
2837,7,0,614
2838,6,60,100
2839,5,0,90
2840,1,0,0
2841,4,0,50
2842,6,0,235
2843,2,84,115
2844,1,0,0
2845,7,0,315
2846,1,0,240
2847,7,0,165
2848,5,20,0
2849,1,0,390
2850,4,60,345
2851,7,360,255
2852,5,0,680
2853,4,0,120
2854,7,303,90
2855,7,120,240
2856,6,390,0
2857,3,0,644
2858,5,20,155
2859,2,55,525
2860,3,0,180
2861,4,135,510
2862,4,0,580
2863,2,0,420
2864,3,0,377
2865,1,0,414
2866,2,40,630
2867,1,75,120
2868,7,79,230
2869,1,240,360
2870,7,0,360
2871,1,0,199
2872,5,100,280
2873,4,0,71
2874,1,0,225
2875,7,32,75
2876,7,0,1075
2877,3,0,83
2878,2,0,410
2879,1,109,180
2880,1,0,240
2881,1,0,525
2882,1,0,680
2883,1,0,480
2884,5,15,95
2885,7,0,60
2886,6,420,120
2887,5,0,53
2888,7,0,255
2889,4,24,60
2890,3,30,125
2891,6,90,385
2892,5,95,110
2893,1,0,145
2894,3,0,132
2895,1,0,0
2896,6,0,510
2897,7,0,510
2898,4,0,445
2899,7,0,180
2900,1,0,392
2901,1,0,20
2902,4,15,325
2903,6,0,0
2904,1,90,30
2905,1,70,225
2906,7,0,300
2907,7,0,145
2908,1,0,240
2909,1,0,765
2910,7,0,60
2911,6,0,920
2912,7,0,60
2913,5,0,495
2914,1,55,295
2915,5,30,270
2916,1,250,115
2917,4,0,323
2918,5,0,580
2919,6,0,240
2920,3,15,60
2921,4,65,225
2922,1,235,130
2923,4,0,194
2924,3,0,15
2925,3,0,410
2926,7,0,65
2927,1,0,30
2928,2,0,235
2929,3,65,245
2930,6,0,60
2931,5,0,0
2932,1,380,290
2933,3,210,0
2934,5,0,815
2935,7,220,180
2936,2,0,85
2937,1,0,330
2938,2,204,345
2939,2,348,135
2940,3,0,400
2941,7,90,423
2942,7,75,375
2943,3,0,0
2944,6,0,210
2945,7,0,395
2946,1,30,315
2947,7,0,400
2948,6,45,180
2949,1,190,210
2950,2,0,656
2951,5,0,955
2952,3,0,775
2953,2,0,405
2954,2,4,37
2955,7,150,180
2956,1,0,330
2957,1,105,360
2958,1,0,0
2959,7,0,180
2960,1,20,615
2961,1,0,340
2962,6,0,299
2963,7,25,15
2964,6,0,180
2965,1,0,160
2966,4,0,285
2967,1,120,10
2968,3,0,400
2969,7,98,30
2970,5,0,180
2971,1,0,290
2972,7,350,0
2973,7,0,120
2974,1,120,420
2975,7,90,396
2976,2,110,40
2977,7,0,328
2978,7,0,190
2979,3,0,210
2980,2,40,15
2981,4,5,380
2982,1,170,15
2983,7,60,175
2984,7,45,480
2985,6,30,90
2986,1,120,215
2987,7,90,135
2988,1,23,335
2989,6,190,150
2990,1,0,60
2991,2,0,40
2992,4,35,110
2993,1,60,250
2994,3,0,210
2995,3,0,100
2996,1,0,120
2997,3,30,15
2998,1,30,0
2999,7,75,60
3000,7,0,175
3001,1,0,285
3002,7,180,162
3003,4,0,0
3004,7,20,200
3005,1,60,35
3006,6,150,120
3007,1,90,50
3008,1,5,205
3009,5,0,155
3010,5,0,125
3011,2,0,195
3012,4,0,262
3013,4,0,264
3014,1,0,90
3015,1,0,244
3016,2,0,896
3017,7,0,210
3018,4,20,105
3019,3,0,225
3020,3,0,180
3021,2,0,90
3022,7,75,180
3023,7,275,150
3024,7,0,180
3025,7,0,120
3026,4,0,175
3027,1,0,248
3028,1,0,235
3029,1,473,205
3030,6,0,605
3031,1,23,643
3032,5,0,340
3033,6,180,563
3034,7,0,240
3035,6,0,180
3036,4,75,350
3037,3,0,60
3038,5,0,344
3039,5,0,810
3040,6,100,0
3041,1,0,270
3042,2,0,390
3043,1,100,115
3044,4,25,69
3045,3,0,130
3046,2,60,204
3047,7,37,260
3048,1,103,270
3049,7,0,479
3050,1,0,643
3051,4,5,276
3052,3,30,395
3053,3,15,229
3054,7,110,448
3055,7,185,25
3056,7,140,140
3057,7,0,180
3058,1,0,512
3059,7,0,340
3060,7,85,380
3061,6,10,124
3062,5,15,30
3063,4,20,55
3064,4,10,165
3065,7,80,30
3066,7,60,460
3067,3,0,180
3068,1,0,821
3069,7,30,0
3070,2,75,233
3071,6,0,60
3072,1,0,305
3073,1,200,60
3074,2,0,560
3075,1,0,446
3076,1,0,452
3077,5,180,180
3078,2,180,90
3079,1,0,385
3080,5,0,445
3081,2,0,559
3082,1,30,490
3083,1,0,294
3084,5,90,396
3085,3,15,180
3086,5,0,240
3087,1,0,330
3088,3,0,480
3089,1,0,427
3090,1,0,505
3091,4,0,235
3092,3,100,470
3093,2,415,240
3094,1,60,0
3095,1,0,120
3096,1,0,720
3097,4,0,229
3098,1,0,565
3099,1,0,485
3100,1,0,320
3101,3,0,135
3102,5,0,30
3103,1,0,205
3104,1,0,90
3105,3,30,0
3106,2,0,450
3107,1,0,180
3108,5,0,360
3109,1,0,610
3110,3,0,30
3111,4,0,405
3112,5,0,510
3113,2,1,362
3114,5,90,225
3115,4,0,305
3116,2,0,300
3117,3,105,60
3118,2,0,150
3119,6,165,210
3120,5,0,100
3121,1,0,165
3122,1,50,210
3123,1,310,359
3124,6,0,375
3125,1,30,172
3126,6,0,58
3127,2,0,157
3128,3,30,145
3129,1,0,210
3130,2,0,175
3131,4,0,75
3132,5,0,165
3133,6,180,380
3134,5,109,76
3135,1,0,520
3136,1,120,370
3137,1,0,598
3138,6,0,15
3139,4,180,364
3140,1,55,120
3141,6,45,170
3142,5,0,130
3143,6,97,60
3144,6,0,370
3145,1,0,195
3146,3,0,702
3147,1,30,165
3148,3,0,305
3149,4,19,0
3150,6,25,360
3151,1,0,195
3152,1,0,266
3153,4,0,255
3154,1,40,120
3155,1,0,440
3156,4,60,520
3157,1,0,644
3158,1,217,332
3159,1,0,495
3160,3,0,540
3161,1,0,105
3162,3,360,300
3163,4,28,105
3164,5,0,55
3165,6,0,310
3166,3,0,305
3167,3,0,170
3168,3,277,210
3169,1,0,468
3170,1,30,90
3171,6,30,120
3172,5,0,430
3173,6,150,70
3174,4,0,117
3175,3,0,555
3176,1,0,495
3177,2,0,275
3178,3,20,250
3179,1,0,390
3180,6,0,150
3181,2,20,30
3182,3,15,525
3183,2,0,515
3184,6,90,190
3185,1,0,405
3186,1,0,120
3187,6,140,215
3188,4,0,90
3189,5,0,770
3190,5,0,185
3191,1,120,275
3192,4,0,298
3193,6,0,310
3194,5,10,92
3195,1,0,340
3196,1,270,155
3197,2,0,225
3198,6,35,30
3199,6,155,175
3200,1,230,80
3201,6,0,805
