,TUYEAR,Working,Other income generating activities,Job search and Interviewing
50402,2006,0,0,0
50403,2006,0,0,0
50404,2006,0,0,0
50405,2006,0,0,0
50406,2006,485,0,0
50407,2006,550,0,0
50408,2006,0,0,0
50409,2006,562,0,0
50410,2006,0,0,0
50411,2006,0,0,0
50412,2006,0,0,0
50413,2006,0,0,0
50414,2006,510,0,0
50415,2006,655,0,0
50416,2006,0,0,0
50417,2006,633,0,0
50418,2006,180,0,0
50419,2006,0,0,0
50420,2006,225,0,0
50421,2006,475,0,0
50422,2006,0,0,0
50423,2006,0,0,0
50424,2006,0,0,0
50425,2006,0,0,0
50426,2006,0,0,0
50427,2006,375,0,0
50428,2006,522,0,0
50429,2006,0,0,0
50430,2006,420,0,0
50431,2006,785,0,0
50432,2006,560,0,0
50433,2006,210,0,0
50434,2006,0,0,0
50435,2006,0,0,0
50436,2006,5,0,0
50437,2006,480,0,0
50438,2006,0,0,0
50439,2006,0,0,0
50440,2006,450,0,0
50441,2006,0,0,0
50442,2006,664,0,60
50443,2006,0,0,0
50444,2006,0,0,0
50445,2006,10,0,0
50446,2006,0,0,0
50447,2006,570,0,0
50448,2006,270,0,0
50449,2006,530,0,0
50450,2006,0,0,0
50451,2006,510,0,0
50452,2006,0,0,0
50453,2006,0,0,0
50454,2006,0,0,0
50455,2006,478,0,0
50456,2006,455,0,0
50457,2006,465,0,0
50458,2006,0,0,0
50459,2006,485,0,0
50460,2006,0,0,0
50461,2006,0,0,0
50462,2006,0,0,0
50463,2006,470,0,0
50464,2006,475,0,0
50465,2006,0,0,0
50466,2006,0,0,0
50467,2006,0,0,0
50468,2006,0,0,0
50469,2006,0,0,0
50470,2006,5,0,0
50471,2006,490,0,0
50472,2006,0,0,0
50473,2006,0,0,0
50474,2006,0,0,0
50475,2006,0,0,0
50476,2006,0,0,0
50477,2006,0,0,0
50478,2006,0,0,0
50479,2006,0,0,0
50480,2006,9,0,0
50481,2006,470,0,0
50482,2006,485,0,0
50483,2006,930,0,0
50484,2006,0,0,0
50485,2006,580,0,0
50486,2006,505,0,0
50487,2006,755,0,0
50488,2006,0,0,0
50489,2006,0,0,0
50490,2006,0,0,0
50491,2006,0,0,0
50492,2006,345,0,0
50493,2006,0,0,0
50494,2006,0,0,0
50495,2006,553,0,0
50496,2006,0,0,0
50497,2006,0,0,0
50498,2006,0,0,0
50499,2006,0,0,0
50500,2006,0,0,0
50501,2006,427,0,0
50502,2006,0,0,0
50503,2006,0,0,0
50504,2006,0,0,0
50505,2006,650,0,0
50506,2006,0,0,45
50507,2006,0,0,0
50508,2006,470,0,0
50509,2006,0,0,0
50510,2006,0,0,35
50511,2006,90,0,0
50512,2006,0,0,0
50513,2006,0,0,0
50514,2006,0,0,0
50515,2006,445,0,0
50516,2006,300,0,0
50517,2006,0,0,0
50518,2006,713,0,0
50519,2006,0,0,0
50520,2006,625,0,0
50521,2006,405,0,0
50522,2006,555,0,0
50523,2006,460,0,0
50524,2006,0,0,0
50525,2006,0,0,0
50526,2006,0,0,0
50527,2006,0,0,0
50528,2006,0,0,0
50529,2006,30,0,0
50530,2006,0,0,0
50531,2006,465,0,0
50532,2006,0,0,0
50533,2006,442,0,0
50534,2006,520,0,0
50535,2006,165,0,0
50536,2006,563,0,0
50537,2006,0,0,0
50538,2006,0,0,0
50539,2006,355,0,0
50540,2006,240,0,0
50541,2006,0,0,0
50542,2006,0,0,0
50543,2006,0,0,0
50544,2006,0,0,0
50545,2006,0,0,0
50546,2006,0,0,0
50547,2006,0,0,0
50548,2006,29,0,0
50549,2006,0,0,0
50550,2006,240,0,0
50551,2006,421,0,0
50552,2006,0,0,0
50553,2006,0,0,60
50554,2006,0,0,0
50555,2006,0,0,0
50556,2006,0,0,0
50557,2006,463,0,0
50558,2006,0,0,0
50559,2006,728,0,0
50560,2006,668,0,0
50561,2006,550,0,0
50562,2006,735,0,0
50563,2006,0,0,0
50564,2006,750,0,0
50565,2006,390,0,0
50566,2006,0,0,0
50567,2006,0,0,0
50568,2006,105,0,0
50569,2006,0,0,0
50570,2006,480,0,0
50571,2006,0,0,0
50572,2006,485,0,0
50573,2006,0,0,0
50574,2006,455,0,0
50575,2006,0,0,0
50576,2006,0,0,0
50577,2006,375,0,0
50578,2006,0,0,0
50579,2006,0,0,0
50580,2006,875,0,0
50581,2006,552,0,0
50582,2006,0,0,0
50583,2006,516,0,0
50584,2006,0,0,0
50585,2006,0,0,0
50586,2006,320,0,0
50587,2006,0,0,0
50588,2006,473,0,0
50589,2006,374,0,0
50590,2006,0,0,0
50591,2006,445,0,0
50592,2006,0,0,0
50593,2006,455,0,0
50594,2006,0,0,0
50595,2006,534,0,0
50596,2006,480,0,0
50597,2006,0,0,0
50598,2006,680,0,0
50599,2006,0,0,0
50600,2006,0,0,0
50601,2006,425,0,0
50602,2006,0,0,0
50603,2006,480,0,0
50604,2006,0,0,0
50605,2006,580,0,0
50606,2006,360,0,0
50607,2006,0,0,0
50608,2006,0,0,0
50609,2006,0,0,0
50610,2006,330,0,0
50611,2006,347,0,0
50612,2006,0,0,0
50613,2006,0,0,0
50614,2006,0,0,0
50615,2006,0,0,0
50616,2006,0,0,0
50617,2006,0,0,0
50618,2006,465,0,0
50619,2006,0,0,0
50620,2006,0,0,0
50621,2006,0,0,0
50622,2006,0,0,0
50623,2006,270,0,0
50624,2006,0,0,0
50625,2006,0,0,0
50626,2006,0,0,0
50627,2006,0,0,0
50628,2006,0,0,0
50629,2006,0,0,0
50630,2006,0,0,0
50631,2006,0,0,0
50632,2006,0,0,0
50633,2006,15,0,0
50634,2006,0,0,0
50635,2006,699,0,0
50636,2006,472,0,0
50637,2006,590,0,0
50638,2006,0,0,0
50639,2006,303,0,0
50640,2006,0,0,0
50641,2006,0,0,0
50642,2006,0,0,0
50643,2006,645,0,0
50644,2006,372,0,0
50645,2006,0,0,0
50646,2006,0,0,0
50647,2006,318,0,0
50648,2006,0,0,0
50649,2006,0,0,0
50650,2006,0,0,0
50651,2006,0,0,0
50652,2006,0,0,0
50653,2006,0,0,0
50654,2006,0,0,0
50655,2006,517,0,0
50656,2006,0,0,0
50657,2006,508,0,0
50658,2006,450,0,0
50659,2006,0,0,0
50660,2006,0,0,0
50661,2006,0,0,0
50662,2006,0,0,0
50663,2006,400,0,0
50664,2006,0,0,0
50665,2006,0,0,0
50666,2006,600,0,0
50667,2006,0,0,0
50668,2006,565,0,0
50669,2006,0,0,0
50670,2006,0,0,0
50671,2006,425,0,0
50672,2006,0,0,0
50673,2006,0,0,0
50674,2006,0,0,0
50675,2006,0,0,0
50676,2006,525,0,0
50677,2006,240,0,0
50678,2006,0,0,0
50679,2006,0,0,0
50680,2006,0,0,0
50681,2006,0,0,0
50682,2006,0,0,0
50683,2006,0,0,120
50684,2006,0,0,0
50685,2006,0,0,0
50686,2006,560,0,0
50687,2006,0,0,0
50688,2006,0,0,0
50689,2006,0,0,0
50690,2006,487,0,0
50691,2006,699,0,0
50692,2006,0,0,0
50693,2006,0,0,0
50694,2006,0,0,0
50695,2006,0,90,0
50696,2006,455,0,0
50697,2006,450,0,0
50698,2006,225,0,0
50699,2006,483,0,0
50700,2006,15,0,0
50701,2006,490,0,0
50702,2006,0,0,0
50703,2006,0,0,0
50704,2006,0,0,0
50705,2006,0,0,0
50706,2006,0,0,0
50707,2006,599,0,0
50708,2006,0,0,0
50709,2006,0,0,0
50710,2006,0,0,0
50711,2006,459,0,0
50712,2006,835,0,0
50713,2006,0,0,0
50714,2006,295,0,0
50715,2006,520,0,0
50716,2006,0,0,0
50717,2006,0,0,0
50718,2006,0,0,0
50719,2006,0,0,0
50720,2006,0,0,0
50721,2006,510,0,0
50722,2006,0,0,0
50723,2006,0,0,0
50724,2006,0,0,0
50725,2006,0,0,0
50726,2006,0,0,0
50727,2006,0,0,0
50728,2006,515,0,0
50729,2006,450,0,0
50730,2006,0,0,0
50731,2006,420,0,0
50732,2006,427,0,0
50733,2006,60,0,0
50734,2006,0,0,0
50735,2006,0,0,0
50736,2006,0,0,0
50737,2006,0,0,0
50738,2006,160,0,0
50739,2006,0,0,0
50740,2006,0,0,0
50741,2006,0,0,0
50742,2006,243,0,0
50743,2006,0,0,0
50744,2006,100,0,0
50745,2006,0,0,0
50746,2006,0,0,0
50747,2006,0,0,0
50748,2006,277,0,0
50749,2006,0,0,0
50750,2006,0,0,0
50751,2006,0,0,0
50752,2006,0,0,0
50753,2006,0,0,0
50754,2006,0,15,0
50755,2006,0,0,0
50756,2006,475,0,0
50757,2006,60,0,0
50758,2006,265,0,0
50759,2006,555,0,0
50760,2006,540,0,0
50761,2006,0,0,0
50762,2006,686,0,0
50763,2006,0,0,0
50764,2006,397,0,0
50765,2006,0,0,0
50766,2006,0,0,0
50767,2006,674,0,0
50768,2006,0,0,0
50769,2006,0,0,0
50770,2006,0,0,0
50771,2006,455,0,0
50772,2006,0,0,0
50773,2006,0,0,0
50774,2006,500,0,0
50775,2006,0,0,0
50776,2006,0,0,0
50777,2006,0,0,0
50778,2006,0,0,0
50779,2006,0,0,0
50780,2006,0,0,0
50781,2006,0,0,0
50782,2006,260,0,0
50783,2006,333,0,0
50784,2006,455,0,0
50785,2006,0,0,0
50786,2006,495,0,0
50787,2006,0,0,0
50788,2006,0,0,0
50789,2006,738,0,0
50790,2006,0,0,0
50791,2006,0,0,0
50792,2006,0,0,0
50793,2006,0,0,0
50794,2006,465,0,0
50795,2006,0,0,0
50796,2006,0,0,0
50797,2006,475,0,0
50798,2006,0,0,0
50799,2006,0,0,0
50800,2006,0,0,0
50801,2006,0,0,0
50802,2006,0,0,0
50803,2006,410,0,0
50804,2006,340,0,0
50805,2006,520,0,0
50806,2006,535,0,0
50807,2006,690,0,0
50808,2006,0,0,0
50809,2006,0,0,0
50810,2006,150,0,0
50811,2006,300,0,0
50812,2006,0,0,0
50813,2006,0,0,0
50814,2006,0,0,0
50815,2006,0,0,0
50816,2006,450,0,0
50817,2006,572,0,0
50818,2006,718,0,0
50819,2006,0,0,0
50820,2006,0,0,0
50821,2006,675,0,0
50822,2006,0,0,0
50823,2006,0,0,0
50824,2006,0,0,0
50825,2006,0,0,0
50826,2006,0,0,0
50827,2006,230,0,0
50828,2006,510,0,0
50829,2006,0,0,0
50830,2006,0,0,0
50831,2006,0,0,0
50832,2006,473,0,0
50833,2006,460,0,0
50834,2006,30,0,0
50835,2006,0,0,0
50836,2006,0,0,0
50837,2006,0,0,0
50838,2006,0,0,0
50839,2006,0,0,0
50840,2006,0,0,0
50841,2006,0,0,0
50842,2006,0,0,0
50843,2006,0,0,0
50844,2006,0,0,0
50845,2006,450,0,0
50846,2006,593,0,0
50847,2006,425,0,0
50848,2006,15,0,0
50849,2006,0,0,0
50850,2006,240,0,0
50851,2006,60,0,0
50852,2006,40,0,0
50853,2006,0,0,0
50854,2006,0,0,0
50855,2006,0,0,0
50856,2006,113,0,0
50857,2006,0,0,0
50858,2006,425,0,0
50859,2006,90,0,0
50860,2006,0,0,0
50861,2006,0,0,0
50862,2006,510,0,0
50863,2006,515,0,0
50864,2006,0,0,0
50865,2006,145,0,0
50866,2006,0,0,0
50867,2006,0,0,0
50868,2006,530,0,0
50869,2006,510,195,0
50870,2006,0,0,0
50871,2006,0,0,0
50872,2006,0,0,0
50873,2006,0,0,0
50874,2006,0,0,0
50875,2006,0,0,0
50876,2006,0,0,0
50877,2006,0,0,0
50878,2006,0,0,0
50879,2006,0,0,0
50880,2006,525,0,0
50881,2006,0,0,0
50882,2006,0,0,0
50883,2006,0,0,0
50884,2006,180,0,0
50885,2006,457,0,0
50886,2006,530,0,0
50887,2006,570,0,0
50888,2006,0,0,0
50889,2006,510,0,0
50890,2006,0,0,0
50891,2006,0,0,0
50892,2006,0,0,0
50893,2006,0,0,0
50894,2006,0,0,0
50895,2006,655,0,0
50896,2006,0,0,0
50897,2006,570,0,0
50898,2006,0,0,0
50899,2006,0,0,0
50900,2006,0,0,0
50901,2006,10,0,0
50902,2006,0,0,0
50903,2006,785,0,0
50904,2006,0,0,0
50905,2006,0,0,0
50906,2006,0,0,0
50907,2006,0,0,0
50908,2006,0,0,0
50909,2006,0,0,0
50910,2006,0,0,0
50911,2006,0,0,0
50912,2006,480,0,0
50913,2006,0,0,0
50914,2006,0,0,0
50915,2006,0,0,0
50916,2006,345,0,0
50917,2006,0,0,0
50918,2006,0,0,0
50919,2006,0,0,0
50920,2006,0,0,0
50921,2006,0,0,0
50922,2006,0,0,0
50923,2006,0,0,0
50924,2006,435,0,0
50925,2006,0,0,0
50926,2006,450,0,0
50927,2006,0,0,0
50928,2006,0,0,0
50929,2006,0,0,0
50930,2006,0,0,0
50931,2006,0,0,0
50932,2006,405,0,0
50933,2006,0,0,0
50934,2006,0,0,0
50935,2006,530,0,0
50936,2006,380,0,0
50937,2006,487,0,0
50938,2006,330,0,0
50939,2006,0,0,0
50940,2006,615,0,0
50941,2006,0,0,0
50942,2006,478,0,0
50943,2006,0,0,0
50944,2006,0,0,0
50945,2006,20,0,0
50946,2006,285,0,0
50947,2006,583,0,0
50948,2006,70,0,0
50949,2006,488,0,0
50950,2006,570,0,0
50951,2006,0,0,0
50952,2006,0,0,0
50953,2006,0,0,0
50954,2006,670,0,0
50955,2006,0,0,0
50956,2006,420,0,0
50957,2006,0,0,0
50958,2006,0,0,0
50959,2006,0,0,0
50960,2006,0,0,0
50961,2006,0,0,0
50962,2006,0,0,0
50963,2006,0,0,0
50964,2006,0,0,0
50965,2006,0,0,0
50966,2006,90,0,0
50967,2006,0,0,0
50968,2006,0,0,0
50969,2006,300,0,0
50970,2006,0,0,0
50971,2006,434,0,0
50972,2006,0,0,0
50973,2006,648,0,0
50974,2006,0,0,0
50975,2006,0,0,0
50976,2006,520,0,0
50977,2006,465,0,0
50978,2006,200,0,0
50979,2006,540,0,0
50980,2006,0,0,0
50981,2006,0,0,0
50982,2006,0,0,0
50983,2006,0,0,0
50984,2006,255,0,0
50985,2006,0,0,0
50986,2006,0,0,0
50987,2006,0,0,0
50988,2006,0,0,0
50989,2006,590,0,0
50990,2006,0,0,0
50991,2006,480,0,0
50992,2006,0,0,0
50993,2006,460,0,0
50994,2006,0,0,0
50995,2006,0,0,0
50996,2006,827,0,0
50997,2006,480,0,0
50998,2006,497,0,0
50999,2006,120,0,0
51000,2006,0,0,0
51001,2006,510,0,0
51002,2006,600,0,0
51003,2006,500,0,0
51004,2006,500,0,0
51005,2006,0,0,0
51006,2006,0,0,0
51007,2006,0,0,0
51008,2006,0,0,0
51009,2006,454,0,0
51010,2006,0,60,0
51011,2006,0,0,0
51012,2006,0,0,0
51013,2006,480,0,0
51014,2006,0,0,0
51015,2006,0,0,0
51016,2006,5,0,0
51017,2006,93,0,0
51018,2006,0,0,0
51019,2006,0,0,0
51020,2006,0,0,0
51021,2006,30,0,0
51022,2006,5,0,0
51023,2006,0,0,0
51024,2006,568,0,0
51025,2006,0,0,0
51026,2006,0,0,0
51027,2006,0,0,0
51028,2006,0,0,0
51029,2006,0,0,0
51030,2006,0,0,0
51031,2006,0,0,0
51032,2006,155,1,0
51033,2006,0,0,0
51034,2006,470,0,0
51035,2006,195,0,0
51036,2006,0,0,0
51037,2006,0,0,0
51038,2006,0,0,0
51039,2006,0,0,0
51040,2006,645,0,0
51041,2006,502,0,0
51042,2006,525,0,0
51043,2006,450,0,0
51044,2006,480,0,0
51045,2006,10,0,0
51046,2006,0,0,0
51047,2006,0,0,0
51048,2006,180,0,0
51049,2006,0,0,0
51050,2006,505,0,0
51051,2006,680,0,0
51052,2006,0,0,0
51053,2006,0,0,0
51054,2006,0,0,0
51055,2006,0,0,0
51056,2006,0,0,0
51057,2006,0,0,0
51058,2006,0,0,0
51059,2006,0,0,170
51060,2006,0,0,0
51061,2006,0,0,0
51062,2006,0,0,0
51063,2006,465,0,0
51064,2006,0,0,0
51065,2006,0,0,0
51066,2006,570,0,0
51067,2006,690,0,0
51068,2006,0,0,0
51069,2006,485,0,0
51070,2006,0,0,0
51071,2006,0,0,0
51072,2006,462,0,0
51073,2006,0,0,0
51074,2006,390,0,0
51075,2006,0,0,0
51076,2006,720,0,0
51077,2006,0,0,0
51078,2006,550,0,0
51079,2006,0,0,0
51080,2006,0,0,0
51081,2006,565,0,0
51082,2006,0,0,0
51083,2006,528,0,0
51084,2006,545,0,0
51085,2006,0,0,0
51086,2006,0,0,0
51087,2006,428,0,0
51088,2006,295,0,0
51089,2006,0,0,0
51090,2006,0,0,0
51091,2006,465,0,0
51092,2006,600,0,0
51093,2006,0,0,0
51094,2006,597,0,0
51095,2006,0,0,0
51096,2006,0,0,0
51097,2006,0,0,0
51098,2006,0,0,0
51099,2006,229,0,0
51100,2006,0,0,0
51101,2006,605,0,0
51102,2006,406,0,0
51103,2006,0,0,0
51104,2006,0,0,130
51105,2006,0,0,0
51106,2006,457,0,0
51107,2006,387,0,0
51108,2006,0,0,0
51109,2006,414,0,0
51110,2006,0,0,0
51111,2006,0,0,0
51112,2006,0,0,0
51113,2006,440,0,0
51114,2006,0,0,0
51115,2006,485,0,0
51116,2006,0,0,0
51117,2006,0,0,0
51118,2006,0,0,0
51119,2006,515,0,0
51120,2006,620,0,0
51121,2006,0,0,0
51122,2006,1,0,0
51123,2006,195,0,0
51124,2006,0,0,0
51125,2006,0,0,0
51126,2006,195,0,0
51127,2006,420,0,0
51128,2006,0,0,0
51129,2006,450,0,0
51130,2006,0,0,0
51131,2006,0,0,0
51132,2006,15,0,0
51133,2006,0,0,0
51134,2006,0,0,0
51135,2006,0,0,0
51136,2006,0,0,0
51137,2006,0,0,0
51138,2006,0,0,0
51139,2006,510,0,0
51140,2006,0,0,0
51141,2006,0,0,0
51142,2006,0,0,0
51143,2006,0,0,0
51144,2006,0,0,30
51145,2006,0,0,0
51146,2006,0,0,0
51147,2006,420,0,0
51148,2006,0,0,0
51149,2006,0,0,0
51150,2006,15,0,0
51151,2006,0,0,0
51152,2006,0,0,0
51153,2006,0,0,0
51154,2006,210,0,0
51155,2006,620,0,0
51156,2006,0,0,0
51157,2006,0,0,0
51158,2006,0,0,0
51159,2006,15,0,0
51160,2006,490,0,0
51161,2006,0,0,0
51162,2006,0,0,0
51163,2006,348,0,0
51164,2006,0,0,0
51165,2006,470,0,0
51166,2006,0,0,0
51167,2006,0,0,0
51168,2006,605,0,0
51169,2006,0,0,0
51170,2006,0,0,0
51171,2006,405,0,0
51172,2006,0,0,0
51173,2006,0,0,0
51174,2006,0,0,0
51175,2006,0,0,0
51176,2006,0,0,0
51177,2006,0,0,0
51178,2006,0,0,0
51179,2006,0,0,0
51180,2006,0,0,0
51181,2006,0,0,0
51182,2006,465,0,0
51183,2006,0,0,0
51184,2006,0,0,0
51185,2006,0,0,0
51186,2006,0,0,0
51187,2006,0,0,0
51188,2006,0,0,0
51189,2006,0,0,0
51190,2006,480,0,0
51191,2006,0,0,0
51192,2006,0,0,0
51193,2006,0,0,0
51194,2006,0,0,0
51195,2006,0,0,0
51196,2006,0,0,0
51197,2006,0,0,0
51198,2006,180,0,0
51199,2006,450,0,0
51200,2006,0,0,0
51201,2006,0,0,0
51202,2006,170,0,0
51203,2006,0,0,0
51204,2006,0,0,0
51205,2006,0,0,0
51206,2006,0,0,0
51207,2006,475,0,0
51208,2006,0,0,0
51209,2006,0,0,0
51210,2006,435,0,0
51211,2006,0,0,0
51212,2006,416,0,0
51213,2006,0,0,0
51214,2006,0,0,0
51215,2006,125,0,0
51216,2006,533,0,0
51217,2006,0,0,0
51218,2006,0,0,0
51219,2006,0,0,0
51220,2006,641,0,0
51221,2006,670,0,0
51222,2006,0,0,0
51223,2006,725,0,0
51224,2006,579,0,0
51225,2006,466,0,0
51226,2006,425,0,0
51227,2006,780,0,0
51228,2006,180,0,0
51229,2006,0,0,180
51230,2006,0,0,0
51231,2006,0,0,0
51232,2006,0,0,0
51233,2006,0,0,0
51234,2006,0,0,0
51235,2006,0,0,0
51236,2006,0,0,0
51237,2006,0,0,0
51238,2006,0,0,0
51239,2006,0,0,0
51240,2006,0,0,0
51241,2006,0,0,0
51242,2006,0,0,0
51243,2006,500,0,0
51244,2006,850,0,0
51245,2006,483,0,0
51246,2006,455,0,0
51247,2006,420,0,0
51248,2006,0,0,0
51249,2006,0,0,0
51250,2006,0,0,0
51251,2006,0,0,0
51252,2006,660,0,0
51253,2006,0,0,0
51254,2006,0,0,0
51255,2006,0,0,0
51256,2006,0,0,0
51257,2006,0,0,0
51258,2006,0,0,0
51259,2006,0,0,0
51260,2006,546,0,0
51261,2006,446,0,0
51262,2006,454,0,0
51263,2006,0,0,0
51264,2006,441,0,0
51265,2006,457,0,0
51266,2006,0,0,0
51267,2006,0,0,0
51268,2006,0,0,0
51269,2006,0,0,0
51270,2006,0,0,0
51271,2006,450,0,0
51272,2006,0,0,0
51273,2006,465,0,0
51274,2006,0,0,0
51275,2006,0,0,0
51276,2006,0,0,0
51277,2006,0,0,0
51278,2006,460,0,0
51279,2006,0,0,0
51280,2006,0,0,0
51281,2006,0,0,0
51282,2006,0,0,0
51283,2006,305,0,0
51284,2006,0,0,0
51285,2006,395,0,0
51286,2006,465,0,0
51287,2006,795,0,0
51288,2006,0,0,0
51289,2006,0,0,0
51290,2006,0,0,0
51291,2006,150,0,0
51292,2006,0,0,0
51293,2006,0,0,0
51294,2006,300,0,0
51295,2006,0,0,0
51296,2006,450,0,0
51297,2006,0,0,0
51298,2006,0,0,0
51299,2006,0,0,0
51300,2006,383,0,0
51301,2006,0,0,0
51302,2006,0,0,0
51303,2006,0,0,0
51304,2006,246,0,0
51305,2006,436,0,0
51306,2006,0,0,0
51307,2006,0,0,0
51308,2006,760,0,0
51309,2006,0,0,0
51310,2006,510,0,0
51311,2006,515,0,0
51312,2006,500,0,0
51313,2006,270,0,0
51314,2006,0,0,0
51315,2006,0,0,0
51316,2006,0,0,0
51317,2006,0,0,0
51318,2006,0,0,0
51319,2006,0,0,0
51320,2006,635,0,0
51321,2006,625,0,0
51322,2006,0,0,0
51323,2006,320,0,0
51324,2006,420,0,0
51325,2006,485,0,0
51326,2006,360,0,0
51327,2006,0,0,0
51328,2006,1080,0,0
51329,2006,0,0,0
51330,2006,240,0,0
51331,2006,445,0,0
51332,2006,200,0,0
51333,2006,0,0,0
51334,2006,10,0,0
51335,2006,0,0,0
51336,2006,130,0,0
51337,2006,490,0,0
51338,2006,0,0,0
51339,2006,0,0,0
51340,2006,0,0,0
51341,2006,120,0,0
51342,2006,0,0,0
51343,2006,0,0,0
51344,2006,0,0,0
51345,2006,495,0,0
51346,2006,655,0,0
51347,2006,0,0,0
51348,2006,435,0,0
51349,2006,0,0,0
51350,2006,720,0,0
51351,2006,0,0,0
51352,2006,0,0,0
51353,2006,0,0,0
51354,2006,0,0,0
51355,2006,60,0,0
51356,2006,480,0,0
51357,2006,645,0,0
51358,2006,408,0,0
51359,2006,465,0,0
51360,2006,80,0,0
51361,2006,60,0,0
51362,2006,0,0,0
51363,2006,0,0,0
51364,2006,0,0,0
51365,2006,340,0,0
51366,2006,905,0,0
51367,2006,0,0,0
51368,2006,750,0,0
51369,2006,0,0,0
51370,2006,60,0,0
51371,2006,495,0,0
51372,2006,0,0,0
51373,2006,484,0,0
51374,2006,0,0,0
51375,2006,0,0,0
51376,2006,300,0,0
51377,2006,0,0,0
51378,2006,240,0,0
51379,2006,0,0,0
51380,2006,420,0,0
51381,2006,0,0,0
51382,2006,0,0,0
51383,2006,0,0,0
51384,2006,0,0,0
51385,2006,0,0,0
51386,2006,0,0,0
51387,2006,0,0,0
51388,2006,0,0,0
51389,2006,625,0,0
51390,2006,435,0,0
51391,2006,515,0,0
51392,2006,0,0,0
51393,2006,0,0,0
51394,2006,0,0,0
51395,2006,0,0,0
51396,2006,285,0,0
51397,2006,0,0,0
51398,2006,0,0,0
51399,2006,0,0,0
51400,2006,0,0,0
51401,2006,425,0,0
51402,2006,0,0,0
51403,2006,0,0,0
51404,2006,0,0,0
51405,2006,0,0,0
51406,2006,300,0,0
51407,2006,0,0,0
51408,2006,240,0,0
51409,2006,20,0,2
51410,2006,0,0,0
51411,2006,0,0,0
51412,2006,0,0,0
51413,2006,0,0,0
51414,2006,0,0,0
51415,2006,570,0,0
51416,2006,0,0,0
51417,2006,0,0,0
51418,2006,0,0,0
51419,2006,440,0,0
51420,2006,530,0,0
51421,2006,655,0,0
51422,2006,0,0,0
51423,2006,615,0,0
51424,2006,0,0,0
51425,2006,600,0,0
51426,2006,0,0,0
51427,2006,0,0,0
51428,2006,0,0,0
51429,2006,0,0,0
51430,2006,0,0,0
51431,2006,0,0,0
51432,2006,0,0,0
51433,2006,0,0,0
51434,2006,745,0,0
51435,2006,0,0,0
51436,2006,0,0,0
51437,2006,0,0,0
51438,2006,600,0,0
51439,2006,0,0,0
51440,2006,360,0,0
51441,2006,0,0,0
51442,2006,470,0,0
51443,2006,0,0,0
51444,2006,0,0,0
51445,2006,620,0,0
51446,2006,0,0,320
51447,2006,0,0,0
51448,2006,0,0,0
51449,2006,0,0,0
51450,2006,600,0,0
51451,2006,0,0,0
51452,2006,0,0,0
51453,2006,0,0,0
51454,2006,30,0,0
51455,2006,0,0,0
51456,2006,0,0,0
51457,2006,355,0,0
51458,2006,0,0,0
51459,2006,0,0,0
51460,2006,0,0,0
51461,2006,0,0,0
51462,2006,15,0,0
51463,2006,525,0,0
51464,2006,0,0,0
51465,2006,0,0,0
51466,2006,450,0,0
51467,2006,0,0,0
51468,2006,0,0,0
51469,2006,0,0,0
51470,2006,480,0,0
51471,2006,308,0,0
51472,2006,505,0,0
51473,2006,0,0,0
51474,2006,0,0,0
51475,2006,0,0,75
51476,2006,0,0,0
51477,2006,90,0,0
51478,2006,0,0,0
51479,2006,360,0,0
51480,2006,465,0,0
51481,2006,184,0,0
51482,2006,610,0,0
51483,2006,0,0,0
51484,2006,0,0,0
51485,2006,0,0,0
51486,2006,485,0,0
51487,2006,455,0,0
51488,2006,460,0,0
51489,2006,470,0,0
51490,2006,791,0,0
51491,2006,0,0,0
51492,2006,0,0,0
51493,2006,0,0,0
51494,2006,0,0,0
51495,2006,0,0,0
51496,2006,0,0,0
51497,2006,470,0,0
51498,2006,420,0,0
51499,2006,0,0,0
51500,2006,0,0,0
51501,2006,42,0,0
51502,2006,0,0,0
51503,2006,510,0,0
51504,2006,70,0,0
51505,2006,0,0,0
51506,2006,0,0,0
51507,2006,0,0,0
51508,2006,0,0,0
51509,2006,0,0,0
51510,2006,700,0,0
51511,2006,0,0,0
51512,2006,475,0,0
51513,2006,463,0,0
51514,2006,450,0,0
51515,2006,0,0,0
51516,2006,0,0,0
51517,2006,0,0,0
51518,2006,0,0,0
51519,2006,0,0,0
51520,2006,0,0,0
51521,2006,0,0,0
51522,2006,0,0,0
51523,2006,0,0,0
51524,2006,907,0,0
51525,2006,0,0,0
51526,2006,0,0,0
51527,2006,0,0,0
51528,2006,730,0,0
51529,2006,0,0,0
51530,2006,0,0,0
51531,2006,0,0,0
51532,2006,600,0,0
51533,2006,0,0,0
51534,2006,0,0,0
51535,2006,0,0,0
51536,2006,722,0,0
51537,2006,0,0,0
51538,2006,0,0,0
51539,2006,450,0,0
51540,2006,0,0,0
51541,2006,430,0,0
51542,2006,0,0,0
51543,2006,548,0,0
51544,2006,0,0,0
51545,2006,0,0,0
51546,2006,0,0,0
51547,2006,690,0,0
51548,2006,400,0,0
51549,2006,482,0,0
51550,2006,615,0,0
51551,2006,382,0,0
51552,2006,0,0,0
51553,2006,5,0,0
51554,2006,490,0,0
51555,2006,491,0,0
51556,2006,0,0,0
51557,2006,0,0,0
51558,2006,0,0,0
51559,2006,585,0,0
51560,2006,0,0,0
51561,2006,0,0,0
51562,2006,0,0,0
51563,2006,15,0,0
51564,2006,0,0,0
51565,2006,0,0,0
