TRCHILDNUM,Caring for HH children,Housework,Grocery shopping
0,0,0,0
0,0,20,30
0,0,125,30
0,0,0,60
0,0,18,0
0,0,30,50
1,105,0,215
2,165,105,0
0,0,0,0
0,0,0,0
1,410,0,0
1,5,0,0
2,0,60,90
0,0,180,0
0,0,75,0
1,0,0,30
1,0,210,0
0,0,0,0
0,0,0,0
0,0,285,0
0,0,120,60
0,0,0,40
0,0,90,0
0,0,0,75
1,60,0,0
1,20,5,0
0,0,0,0
1,0,60,0
1,40,0,120
0,0,0,0
0,0,0,10
0,0,0,0
1,90,30,0
0,0,270,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,70,0
1,110,20,0
2,0,0,0
2,0,230,0
6,0,0,0
0,0,0,0
1,0,0,0
3,0,0,0
2,0,0,0
0,0,0,60
0,0,0,0
1,0,0,0
0,0,0,0
1,70,0,0
2,32,120,0
0,0,0,0
0,0,0,0
0,0,130,0
0,0,0,0
2,0,60,0
0,0,0,0
2,30,0,60
0,0,120,0
2,89,90,0
2,0,0,0
3,60,0,0
3,0,30,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,110,0,0
0,0,60,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,180,0
4,210,0,60
2,0,0,0
0,0,120,0
0,0,130,0
0,0,115,0
0,0,0,60
0,0,0,0
3,0,20,60
0,0,0,0
3,0,0,0
0,0,0,0
1,305,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,10,0
0,0,60,0
0,0,5,0
1,241,120,0
4,0,0,0
2,0,0,0
1,30,0,0
3,0,0,0
0,0,30,0
2,10,0,0
0,0,389,0
0,0,0,0
0,0,0,0
0,0,70,30
0,0,0,0
0,0,0,0
2,6,45,0
1,30,0,0
2,190,40,0
0,0,420,0
1,0,0,40
0,0,0,0
2,0,0,0
2,6,20,0
0,0,0,0
0,0,458,0
0,0,120,20
1,165,0,0
2,12,0,0
0,0,60,0
0,0,3,0
0,0,0,0
2,0,0,0
0,0,0,0
3,0,30,0
2,85,0,0
1,120,120,0
0,0,0,40
2,0,0,0
0,0,0,0
4,1,0,0
1,0,0,0
0,0,75,30
0,0,0,0
0,0,0,0
0,0,240,15
0,0,0,0
2,0,45,0
0,0,0,0
1,0,60,0
0,0,0,8
0,0,0,0
0,0,0,0
2,60,0,0
1,0,0,0
0,0,80,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,0,0
2,60,60,0
1,15,20,30
0,0,0,0
2,10,0,0
0,0,0,0
0,0,20,0
1,5,300,0
0,0,0,60
2,0,0,0
0,0,35,0
2,40,0,0
0,0,0,0
0,0,0,0
0,0,0,20
0,0,0,0
0,0,0,45
0,0,0,0
1,0,0,0
0,0,0,0
4,638,120,0
1,32,0,0
2,0,0,0
0,0,2,0
0,0,0,0
2,59,17,0
0,0,15,0
3,90,0,0
0,0,0,0
3,90,30,0
3,0,0,0
1,125,15,0
1,120,0,0
2,0,0,60
0,0,15,0
0,0,0,15
2,0,0,0
0,0,0,0
0,0,0,0
0,0,153,30
0,0,120,0
0,0,0,0
0,0,0,0
1,175,60,0
3,30,0,0
1,5,0,0
1,215,0,0
0,0,0,0
2,1,120,0
0,0,120,0
0,0,30,60
1,315,0,0
2,156,190,35
2,30,60,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,0
1,55,0,0
2,0,0,0
1,75,0,0
0,0,210,60
2,70,60,0
0,0,55,0
0,0,15,120
0,0,0,0
3,0,0,0
2,45,0,0
2,70,510,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,30,80,0
0,0,180,0
4,0,0,0
0,0,0,0
0,0,250,60
0,0,120,0
1,0,0,0
0,0,60,0
1,0,150,0
0,0,177,25
0,0,15,0
0,0,0,0
0,0,0,0
2,51,0,30
0,0,0,0
2,0,0,0
1,0,0,0
0,0,65,60
1,160,0,0
1,470,0,30
0,0,120,0
1,65,0,0
0,0,25,0
2,40,10,0
3,0,0,0
1,0,320,0
3,0,90,60
3,137,270,35
2,275,240,0
0,0,80,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,45
0,0,240,0
0,0,5,0
0,0,0,0
2,245,120,45
0,0,320,0
0,0,120,45
1,0,0,0
0,0,0,0
2,56,45,0
5,240,40,0
0,0,15,0
1,45,0,0
0,0,0,0
1,0,60,0
1,0,90,120
0,0,0,0
1,0,0,0
3,445,105,0
1,35,3,0
0,0,0,0
4,185,45,0
2,170,50,0
0,0,0,0
2,0,0,0
1,0,0,0
1,60,104,0
0,0,0,0
1,2,2,0
0,0,0,0
0,0,40,0
0,0,0,0
1,118,90,30
0,0,0,60
0,0,0,0
0,0,0,0
0,0,85,0
0,0,5,0
1,47,0,0
0,0,0,0
0,0,0,0
4,30,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,140,0,0
0,0,10,30
2,0,0,90
0,0,0,0
1,15,0,0
1,5,3,30
0,0,180,0
2,375,335,0
0,0,0,15
0,0,0,0
4,0,0,0
0,0,45,0
1,135,0,40
0,0,15,0
0,0,0,0
2,0,60,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,0,120
2,0,0,0
0,0,0,0
0,0,0,0
1,196,240,30
0,0,60,0
0,0,0,0
0,0,5,0
0,0,120,0
2,10,90,0
0,0,0,0
0,0,0,120
2,3,0,0
1,100,20,0
0,0,0,20
1,10,210,0
0,0,0,60
1,27,0,0
1,70,0,0
0,0,0,0
0,0,15,0
2,60,30,0
0,0,0,0
1,0,0,0
1,0,25,20
0,0,0,0
2,50,20,0
0,0,0,0
3,0,210,0
0,0,240,0
2,294,30,0
0,0,0,0
0,0,180,0
0,0,0,0
0,0,0,0
0,0,10,0
0,0,210,0
1,0,0,0
0,0,5,0
0,0,135,0
0,0,0,0
1,323,60,20
0,0,0,70
1,0,10,40
0,0,66,0
0,0,0,0
0,0,10,0
3,310,0,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,120,0
2,225,120,0
3,480,70,0
0,0,0,0
2,0,0,0
0,0,45,30
1,0,90,0
1,2,0,0
1,0,10,95
0,0,0,0
1,60,0,0
0,0,120,0
0,0,67,0
0,0,45,0
0,0,0,0
0,0,0,0
0,0,0,0
4,140,0,0
0,0,180,0
1,55,30,60
0,0,0,0
0,0,0,0
0,0,0,60
0,0,0,0
1,1,243,0
0,0,0,0
1,125,40,0
4,0,175,0
0,0,0,10
0,0,0,0
0,0,0,0
0,0,20,0
0,0,0,0
1,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,20,75,60
1,0,0,0
0,0,0,0
1,54,15,0
0,0,0,0
0,0,0,10
2,110,140,120
0,0,0,0
0,0,100,0
0,0,60,0
0,0,0,0
0,0,5,0
0,0,30,30
0,0,0,0
2,96,30,0
3,0,90,0
0,0,0,0
0,0,15,0
2,315,0,0
1,50,40,0
0,0,0,0
1,0,15,0
3,480,20,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,15,0
0,0,360,0
0,0,210,0
2,5,0,0
1,31,15,0
1,5,0,0
1,0,0,0
1,0,0,0
2,80,10,0
0,0,25,220
0,0,10,30
0,0,0,0
0,0,0,0
1,0,0,0
0,0,60,0
0,0,60,0
0,0,100,0
0,0,0,15
1,35,0,0
2,0,210,90
1,0,0,0
1,0,10,0
1,0,0,0
0,0,0,0
1,75,185,30
0,0,0,0
0,0,90,0
0,0,8,15
3,0,480,0
2,0,0,10
2,0,90,0
2,15,45,0
0,0,0,0
0,0,0,0
0,0,90,0
0,0,160,15
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,25,0
1,0,0,0
0,0,0,0
2,0,0,0
0,0,60,0
0,0,0,0
0,0,20,0
0,0,0,0
1,465,0,0
0,0,120,0
1,15,30,0
0,0,265,0
2,19,0,0
2,120,0,0
0,0,15,0
0,0,60,0
2,345,90,0
0,0,0,0
1,47,5,30
1,30,0,0
3,180,90,0
0,0,0,0
2,0,0,0
0,0,0,0
0,0,0,0
2,345,0,0
4,95,0,0
0,0,30,60
1,300,225,60
0,0,195,0
0,0,120,60
2,8,0,0
0,0,70,0
0,0,0,0
2,95,0,0
2,115,15,10
0,0,0,15
3,15,0,15
0,0,0,0
4,280,180,0
2,90,0,0
2,112,0,0
1,0,15,0
0,0,30,0
0,0,0,0
3,20,0,0
0,0,70,0
2,0,0,25
0,0,15,0
0,0,0,0
1,15,60,0
0,0,0,0
0,0,0,0
0,0,15,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,20,60
2,20,0,0
1,15,90,0
0,0,0,15
2,88,80,0
1,118,290,60
0,0,0,0
0,0,0,0
2,65,0,0
0,0,0,0
0,0,0,0
3,360,60,0
3,115,0,0
3,0,0,0
0,0,10,0
2,0,1,0
0,0,0,0
0,0,0,0
2,144,0,0
0,0,0,0
0,0,10,0
0,0,60,0
0,0,0,0
0,0,45,60
0,0,0,0
1,240,130,0
3,65,180,0
2,81,45,30
0,0,180,0
1,30,0,0
0,0,20,0
0,0,13,0
3,0,160,0
0,0,0,0
0,0,0,45
1,125,60,90
0,0,0,0
0,0,0,0
0,0,0,0
1,50,0,0
0,0,120,0
4,150,0,15
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,60
1,0,180,0
2,340,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
3,82,0,35
2,15,335,0
0,0,90,0
2,0,300,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,90,0
2,0,0,0
0,0,60,0
0,0,0,60
0,0,0,0
3,0,0,0
0,0,0,0
0,0,10,0
0,0,15,60
1,55,30,30
0,0,100,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,30,0
0,0,0,0
2,90,0,0
1,0,30,0
0,0,0,0
0,0,0,0
3,0,0,0
1,181,0,0
0,0,0,0
0,0,180,0
1,0,0,0
2,60,375,0
0,0,0,0
3,6,10,0
1,0,30,0
0,0,265,0
2,280,30,40
3,30,0,0
1,0,400,0
1,50,55,0
0,0,0,0
1,0,5,50
0,0,5,20
0,0,0,0
0,0,0,0
0,0,20,250
1,0,0,0
1,35,55,0
0,0,50,70
2,80,0,0
0,0,60,0
0,0,0,0
2,300,0,0
1,2,70,0
0,0,70,10
0,0,100,60
0,0,10,0
1,0,0,0
1,320,0,0
0,0,90,0
0,0,0,0
0,0,90,0
0,0,0,30
0,0,0,0
4,150,0,0
0,0,0,0
0,0,0,0
2,0,0,0
0,0,120,0
1,0,0,0
0,0,0,0
0,0,5,0
0,0,0,30
0,0,0,0
0,0,0,0
0,0,0,0
1,120,30,105
0,0,0,0
2,105,180,0
0,0,120,0
2,230,0,0
0,0,15,0
0,0,0,0
0,0,75,0
2,65,10,0
0,0,30,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,15,60
4,20,0,0
0,0,70,30
0,0,0,0
0,0,40,0
0,0,45,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,35,0
0,0,0,20
1,105,225,0
0,0,75,40
1,30,15,0
2,16,0,0
0,0,255,0
0,0,25,22
0,0,0,0
3,0,0,0
0,0,180,0
2,0,0,0
0,0,60,0
1,80,0,0
0,0,0,0
3,164,120,0
2,30,0,0
0,0,0,0
2,68,65,0
2,84,0,0
2,0,120,0
0,0,16,0
2,0,60,0
0,0,0,0
0,0,90,0
3,394,45,60
0,0,0,0
0,0,0,0
1,0,30,0
1,30,0,0
3,96,0,0
1,28,0,0
2,0,0,0
3,30,0,15
2,27,30,0
2,0,0,0
3,0,0,0
0,0,30,0
2,100,0,0
1,30,20,0
0,0,0,0
1,0,0,0
0,0,15,0
0,0,0,0
2,100,0,0
0,0,0,0
0,0,0,0
0,0,540,0
1,10,30,60
0,0,120,0
0,0,90,0
0,0,0,0
0,0,60,30
0,0,0,0
0,0,0,0
2,153,0,0
1,0,60,0
1,120,0,0
2,130,25,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
1,0,0,0
1,50,0,0
0,0,120,0
0,0,0,15
0,0,0,0
1,55,0,0
0,0,0,0
3,71,5,5
3,275,0,0
0,0,0,0
3,0,0,0
0,0,30,0
0,0,120,0
1,45,0,30
0,0,0,0
0,0,0,0
1,0,0,0
1,0,0,0
0,0,180,0
0,0,2,0
0,0,0,0
3,0,60,0
0,0,0,0
0,0,0,120
0,0,0,0
0,0,0,0
0,0,0,0
0,0,415,0
0,0,0,0
2,0,20,0
1,0,0,0
0,0,0,0
1,110,30,60
0,0,0,15
2,0,0,0
11,202,75,5
0,0,170,15
3,220,0,0
2,4,0,0
2,0,0,0
0,0,300,0
2,0,0,0
0,0,0,0
2,0,0,0
0,0,0,0
1,25,85,30
0,0,0,0
2,0,10,0
0,0,0,5
1,0,0,0
0,0,40,0
0,0,0,0
1,20,0,0
3,293,0,0
0,0,0,0
0,0,180,0
3,270,0,0
0,0,30,0
2,0,195,60
0,0,0,0
3,0,120,0
0,0,15,0
1,120,80,60
0,0,0,0
1,55,120,0
0,0,60,0
3,20,5,0
1,120,70,10
0,0,0,0
0,0,0,0
0,0,0,0
1,125,0,0
0,0,0,0
2,150,120,30
0,0,0,0
0,0,5,30
3,195,0,0
1,37,47,20
2,0,0,0
1,0,0,0
0,0,0,20
0,0,40,60
0,0,0,0
1,30,0,0
0,0,0,0
2,415,0,0
0,0,75,0
1,6,0,0
2,525,0,0
0,0,0,0
0,0,0,0
2,77,130,20
5,40,0,0
2,180,0,0
0,0,0,0
0,0,0,30
1,0,0,0
0,0,60,0
0,0,0,0
3,20,0,0
0,0,0,0
1,0,0,135
2,60,0,30
1,0,0,20
4,120,60,0
3,0,295,0
2,45,0,0
2,120,30,0
2,205,0,0
3,4,0,0
4,60,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,60,0
1,0,0,0
1,0,0,0
1,232,0,0
0,0,10,0
2,269,60,0
0,0,0,0
0,0,0,0
3,189,45,0
0,0,0,0
2,17,0,10
0,0,0,0
0,0,0,0
2,38,0,30
4,50,0,0
0,0,0,0
0,0,30,0
0,0,35,0
0,0,180,0
1,39,10,0
0,0,130,60
0,0,125,10
0,0,0,0
0,0,125,20
1,0,210,0
2,0,0,0
3,0,0,0
0,0,0,0
1,0,120,20
0,0,110,0
0,0,0,0
1,0,0,0
0,0,0,105
0,0,60,0
0,0,100,0
1,0,0,0
2,30,0,0
2,188,10,30
0,0,300,0
3,100,90,0
0,0,0,0
3,40,30,30
1,0,0,0
0,0,0,0
0,0,0,0
4,110,0,0
0,0,210,45
1,0,0,0
3,0,10,0
1,75,145,0
0,0,0,0
0,0,30,0
0,0,0,30
0,0,40,0
0,0,0,0
2,0,0,0
0,0,0,0
1,165,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,60,0,0
0,0,0,0
0,0,25,6
0,0,120,0
0,0,2,0
0,0,0,0
0,0,90,0
2,35,95,0
1,2,0,0
0,0,0,0
1,0,0,0
0,0,85,15
1,0,0,0
1,90,0,0
2,300,0,60
0,0,0,0
0,0,182,0
1,0,60,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,20,0
0,0,110,0
2,74,0,25
0,0,0,0
1,0,20,0
0,0,110,30
0,0,0,0
0,0,0,0
0,0,90,0
1,75,0,0
0,0,40,0
1,112,0,0
0,0,15,120
2,44,0,0
0,0,0,0
1,110,20,60
0,0,90,0
0,0,0,0
2,20,10,60
0,0,0,0
0,0,0,0
3,5,0,0
4,100,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,15,0
2,0,0,0
0,0,0,0
1,150,0,0
0,0,0,0
0,0,0,0
2,0,165,0
1,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
3,129,0,0
0,0,0,0
0,0,150,0
0,0,20,30
0,0,65,60
2,90,0,0
3,49,143,0
0,0,35,20
0,0,150,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,5,0
0,0,120,0
1,25,0,0
1,0,0,0
1,60,0,0
1,35,0,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,45,0
1,155,0,0
1,15,0,0
0,0,30,0
4,90,0,90
1,0,0,60
0,0,0,0
3,100,0,0
1,40,0,0
2,0,0,0
1,0,0,0
0,0,45,0
0,0,285,0
0,0,95,0
1,15,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
2,0,30,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,180,0
2,305,250,0
1,1,0,0
0,0,0,20
0,0,90,0
2,150,90,0
1,0,45,0
1,0,0,0
0,0,0,0
0,0,30,0
0,0,20,30
3,20,240,0
0,0,0,0
0,0,0,0
2,0,120,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,90,0
1,327,120,0
0,0,0,25
0,0,10,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,62,195,0
1,0,35,90
0,0,0,0
0,0,235,75
0,0,45,0
0,0,0,0
2,50,0,0
0,0,0,0
3,10,0,20
2,30,35,60
2,0,0,0
1,0,0,0
0,0,0,0
2,31,85,0
0,0,10,60
0,0,25,45
2,19,0,0
1,455,120,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
0,0,50,0
2,103,0,0
2,0,130,0
0,0,60,0
2,115,240,0
0,0,0,0
2,137,45,0
0,0,0,0
0,0,70,140
1,0,0,0
0,0,0,0
0,0,0,0
3,170,95,0
0,0,0,73
0,0,0,0
0,0,20,0
0,0,0,30
1,120,0,0
0,0,90,15
0,0,5,0
2,30,0,0
0,0,0,0
1,10,120,0
3,220,0,0
1,0,0,0
5,150,120,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
1,0,180,0
1,5,0,0
5,170,210,0
0,0,0,0
0,0,0,15
0,0,0,0
0,0,10,0
0,0,275,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,125,0
0,0,0,0
3,0,0,0
0,0,30,0
0,0,90,0
2,110,68,0
0,0,120,0
0,0,0,0
0,0,0,20
1,180,15,30
0,0,30,0
0,0,45,0
1,0,0,0
2,35,0,30
0,0,0,0
0,0,60,60
0,0,0,0
0,0,0,0
0,0,122,0
0,0,0,0
0,0,0,0
4,90,120,0
0,0,280,0
0,0,60,0
0,0,60,45
0,0,0,0
2,0,0,0
2,135,60,60
3,137,0,0
1,165,0,0
0,0,0,0
2,0,10,0
1,30,0,0
2,90,0,0
0,0,60,0
0,0,20,0
0,0,0,0
1,40,5,0
1,440,150,75
0,0,320,60
4,15,180,0
0,0,5,10
1,0,90,0
2,15,163,0
0,0,0,0
3,1,141,50
0,0,0,0
0,0,0,0
3,372,40,0
2,110,0,0
0,0,0,0
0,0,0,0
0,0,0,40
2,0,0,0
0,0,0,0
2,100,0,0
1,94,60,0
0,0,43,40
2,534,0,0
1,0,0,0
0,0,185,0
0,0,90,0
1,0,90,0
0,0,0,0
2,60,125,53
2,0,0,0
0,0,0,0
0,0,60,15
1,60,0,0
2,264,8,2
1,0,0,0
0,0,0,0
0,0,0,0
2,122,45,0
4,45,210,0
1,270,110,63
2,438,0,0
0,0,15,0
0,0,110,0
2,5,0,0
2,90,0,0
0,0,50,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,5,0
3,10,120,0
0,0,12,10
0,0,0,0
0,0,0,0
2,180,0,120
0,0,0,0
0,0,0,0
1,0,25,0
0,0,180,0
1,135,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,70,60
2,0,0,0
1,6,0,0
0,0,19,138
2,199,30,0
0,0,0,0
0,0,0,0
4,0,90,0
0,0,0,0
2,25,0,15
0,0,0,0
0,0,0,0
0,0,300,0
0,0,0,60
0,0,60,0
0,0,210,10
0,0,0,0
4,0,0,0
0,0,10,0
0,0,120,0
0,0,0,0
0,0,70,0
3,28,275,10
0,0,0,0
3,60,0,0
0,0,10,0
1,80,0,0
2,0,0,0
0,0,0,0
0,0,0,0
1,0,90,0
3,0,580,0
0,0,0,0
0,0,22,0
0,0,0,0
0,0,85,15
0,0,0,0
1,150,0,0
0,0,0,0
6,0,0,0
1,0,0,0
2,30,120,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,0
0,0,30,0
0,0,0,0
0,0,0,105
0,0,0,0
1,90,0,0
2,0,0,0
0,0,0,0
0,0,90,30
0,0,0,60
1,10,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
3,165,15,0
0,0,0,0
3,0,0,0
5,105,140,0
0,0,0,0
2,295,150,45
2,0,0,0
0,0,75,0
1,0,30,0
1,80,245,0
4,30,0,0
2,0,0,0
0,0,0,0
1,47,0,0
0,0,155,0
0,0,25,40
1,0,0,0
0,0,135,45
3,120,120,0
0,0,120,45
1,0,0,0
1,10,0,0
1,65,30,120
1,0,0,0
1,0,60,15
0,0,0,0
0,0,0,0
3,120,65,0
4,0,0,0
0,0,0,30
0,0,30,148
1,485,0,0
2,0,0,0
2,30,0,0
2,100,0,0
0,0,0,30
2,0,0,0
0,0,225,0
1,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,10,0
0,0,0,0
1,55,0,0
0,0,0,0
2,102,210,20
2,95,35,30
0,0,0,0
1,0,0,0
2,0,0,0
0,0,5,0
0,0,40,0
3,0,15,0
1,195,30,0
2,125,0,0
0,0,135,0
0,0,0,0
0,0,405,90
2,0,0,0
0,0,0,0
2,0,0,0
2,0,0,0
3,20,0,0
0,0,5,0
0,0,0,0
0,0,0,0
1,21,0,0
1,2,0,0
0,0,0,0
2,180,180,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,140,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,60,0
2,0,0,0
0,0,0,0
0,0,0,0
0,0,180,60
2,0,0,15
0,0,15,60
0,0,0,0
0,0,270,0
0,0,85,20
0,0,145,0
0,0,0,0
0,0,0,0
0,0,50,0
0,0,35,60
0,0,260,45
2,220,60,0
1,20,0,0
0,0,0,0
0,0,0,0
0,0,180,0
2,15,120,0
2,220,0,0
0,0,2,0
0,0,0,0
0,0,0,0
0,0,420,0
1,0,0,0
2,85,5,0
1,20,0,0
0,0,0,0
0,0,60,0
3,171,215,0
2,0,0,0
0,0,135,30
4,111,20,0
3,175,35,0
0,0,145,20
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,120,0
0,0,30,0
0,0,500,0
0,0,30,0
0,0,40,0
0,0,0,0
0,0,85,0
0,0,0,0
0,0,245,45
0,0,65,95
0,0,75,60
0,0,240,0
0,0,30,20
0,0,30,0
0,0,30,0
1,255,30,0
0,0,20,0
2,80,0,0
0,0,0,0
0,0,0,0
1,722,0,0
0,0,20,0
0,0,10,0
1,0,208,25
0,0,0,0
0,0,60,0
0,0,0,0
2,80,0,0
0,0,90,0
0,0,0,0
0,0,0,0
0,0,10,45
2,255,120,0
0,0,0,0
0,0,0,0
2,0,180,0
0,0,575,0
0,0,280,60
0,0,0,0
0,0,295,0
2,54,0,0
0,0,0,0
0,0,30,0
0,0,0,25
0,0,150,0
0,0,5,0
2,36,34,60
0,0,0,0
0,0,0,20
0,0,120,45
3,55,0,0
0,0,60,0
0,0,120,0
1,0,0,0
3,90,0,0
0,0,0,0
2,135,5,0
0,0,0,0
3,265,70,0
2,175,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,75,0
0,0,110,0
0,0,25,20
0,0,159,0
0,0,0,0
1,90,80,45
0,0,0,30
1,35,315,20
2,103,58,0
0,0,150,30
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,243,0,0
1,55,210,0
0,0,60,0
0,0,0,30
0,0,450,0
0,0,0,0
0,0,100,0
0,0,0,0
0,0,30,0
0,0,0,0
0,0,0,30
0,0,0,0
0,0,0,0
0,0,20,0
0,0,5,0
0,0,20,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,15,0
2,195,30,0
0,0,170,0
1,0,45,0
2,16,0,0
2,25,0,0
2,456,60,0
0,0,0,0
1,45,95,0
0,0,120,55
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,320,0
3,0,30,0
0,0,0,30
2,13,0,0
2,210,90,0
1,0,95,0
0,0,0,0
0,0,0,0
0,0,0,0
3,0,0,8
1,0,0,0
0,0,0,0
0,0,0,0
1,30,360,0
2,0,0,0
0,0,30,0
0,0,0,0
0,0,60,0
1,0,10,0
0,0,0,0
0,0,0,45
0,0,0,0
0,0,0,60
0,0,0,0
0,0,0,0
0,0,0,0
0,0,150,0
0,0,90,0
0,0,15,30
0,0,60,0
1,75,0,0
2,30,60,0
1,0,90,0
0,0,0,0
2,1,0,0
0,0,45,0
0,0,0,0
2,0,0,0
3,120,0,0
0,0,0,0
2,600,140,0
0,0,0,0
1,0,0,0
0,0,35,20
0,0,0,0
0,0,0,0
2,67,0,0
0,0,0,0
2,280,76,0
0,0,30,0
0,0,15,0
2,105,30,0
2,90,0,0
0,0,240,0
0,0,120,0
0,0,0,0
2,3,0,0
0,0,120,0
0,0,0,0
0,0,20,0
0,0,0,0
0,0,270,15
0,0,0,0
0,0,40,30
0,0,0,0
2,45,0,0
0,0,200,0
0,0,0,0
1,12,36,0
2,30,0,0
0,0,0,0
0,0,95,0
0,0,30,0
0,0,140,0
0,0,0,0
0,0,0,0
0,0,0,0
2,110,0,0
0,0,20,0
0,0,0,0
0,0,0,0
0,0,60,0
3,240,60,0
2,0,60,0
2,298,0,0
4,210,240,0
1,108,60,0
2,45,0,0
0,0,120,55
0,0,45,0
0,0,30,0
0,0,0,0
1,0,0,0
0,0,0,0
0,0,45,0
0,0,0,0
0,0,0,0
0,0,0,0
1,0,0,0
0,0,0,0
2,0,60,0
0,0,0,20
0,0,0,0
0,0,150,0
2,0,0,0
0,0,865,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,90,0
0,0,40,35
0,0,0,0
2,105,30,0
2,0,60,0
0,0,1,50
1,0,0,0
1,110,0,0
1,0,0,0
0,0,0,0
0,0,0,0
2,0,0,0
4,99,70,35
0,0,20,0
0,0,0,0
2,90,0,0
2,0,0,0
0,0,0,0
1,60,116,0
0,0,45,0
2,46,45,20
0,0,0,0
0,0,148,20
0,0,45,0
0,0,0,0
0,0,225,60
0,0,15,0
2,0,0,0
0,0,0,0
0,0,0,10
0,0,0,0
0,0,0,0
1,0,0,0
0,0,180,0
0,0,0,0
1,241,0,0
0,0,0,0
1,0,0,0
0,0,194,0
0,0,55,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,70,100
0,0,0,0
0,0,0,15
0,0,0,0
2,0,0,0
0,0,120,0
0,0,130,0
0,0,20,0
2,205,0,0
3,235,200,0
0,0,0,0
0,0,0,0
0,0,0,0
2,210,0,0
2,115,30,90
2,5,129,0
0,0,0,0
3,0,135,90
2,270,300,0
0,0,90,0
3,0,0,0
1,0,0,0
2,50,150,0
4,5,0,0
1,0,120,0
0,0,0,0
3,80,200,0
2,70,175,40
0,0,140,0
0,0,120,0
0,0,0,0
0,0,0,0
0,0,0,0
2,30,60,0
1,0,1,0
2,50,0,0
0,0,10,0
1,0,0,0
0,0,165,60
0,0,120,0
0,0,270,0
3,60,70,0
0,0,0,0
1,0,0,0
1,34,15,0
0,0,120,0
0,0,100,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,15,45
0,0,0,0
0,0,0,0
